Descrição da falha,Tipo de atividade,CÓDIGO DA OS,Ativo ,Equipe responsável,Executor (tecnico),Início,Fim,Hora início,Hora fim,Duração,Custo real dos técnicos (custo m.o.),Custo total real
Falha mecânica geral,Manutenção corretiva,CORRETIVA-03-25-0377,192-002-011 - CILINDRO DE BASCULAMENTO,EQ-ATV-002 - EQUIPE CORRETIVA,65041 - OPERADOR 20,3/10/2025,3/10/2025,07:00:00,14:25:00,07:25:00,,0
Travamento hidráulico,Manutenção corretiva,CORRETIVA-03-25-0409,192-011 - CALANDRA,EQ-ATV-002 - EQUIPE CORRETIVA,64989 - OPERADOR 14,3/10/2025,3/10/2025,15:00:00,23:00:00,08:00:00,"145,44","145,44"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-03-25-0409,192-012-002 - TROCADOR DE CALOR RESERVA,EQ-ATV-002 - EQUIPE CORRETIVA,64989 - OPERADOR 14,3/10/2025,3/10/2025,15:00:00,23:00:00,08:00:00,"145,44","145,44"
Falha elétrica,Manutenção corretiva,CORRETIVA-03-25-0401,202-005 - CARRO DE TRANSFERÊNCIA,EQ-ATV-002 - EQUIPE CORRETIVA,65273 - OPERADOR 27,3/10/2025,3/10/2025,16:00:00,18:00:00,02:00:00,"36,36","36,36"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-03-25-0413,217-003 - INJEÇÃO,EQ-ATV-002 - EQUIPE CORRETIVA,64990 - OPERADOR 15,3/10/2025,3/10/2025,19:00:00,21:00:00,02:00:00,"36,36","36,36"
Travamento inesperado,Manutenção corretiva,CORRETIVA-03-25-0415,312-003 - 2ª GAIOLA,EQ-ATV-002 - EQUIPE CORRETIVA,64919 - OPERADOR 5,3/10/2025,3/11/2025,23:00:00,00:30:00,01:30:00,"26,97","26,97"
Falha elétrica,Manutenção corretiva,CORRETIVA-03-25-0391,332-011 - CABRESTANTE,EQ-ATV-002 - EQUIPE CORRETIVA,65272 - OPERADOR 26,3/10/2025,3/10/2025,11:30:00,14:30:00,03:00:00,"54,54","54,54"
Falha elétrica,Manutenção corretiva,CORRETIVA-03-25-0395,332-012 - CAIXA DE MARCHA,EQ-ATV-002 - EQUIPE CORRETIVA,65273 - OPERADOR 27,3/10/2025,3/10/2025,18:00:00,22:30:00,04:30:00,"81,81","81,81"
Desgaste prematuro,Manutenção corretiva,CORRETIVA-03-25-0385,332-013 - BASE ENROLADOR,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,3/10/2025,3/10/2025,08:00:00,08:45:00,00:45:00,"17,04","17,04"
Falha elétrica,Manutenção corretiva,CORRETIVA-03-25-0388,332-016 - PAINEL ELÉTRICO E COMANDO,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,3/10/2025,3/10/2025,10:00:00,10:20:00,00:20:00,"7,57","7,57"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-03-25-0404,334-004 - BERÇO 03,EQ-ATV-002 - EQUIPE CORRETIVA,65273 - OPERADOR 27,3/10/2025,3/10/2025,15:00:00,16:00:00,01:00:00,"18,18","18,18"
Falha elétrica,Manutenção corretiva,CORRETIVA-03-25-0454,361-001 - GAIOLA 01,EQ-ATV-002 - EQUIPE CORRETIVA,65090 - OPERADOR 22,3/10/2025,3/10/2025,23:00:00,23:55:00,00:55:00,"20,83","20,83"
Falha elétrica,Manutenção corretiva,CORRETIVA-03-25-0456,362-014 - PAINEL ELÉTRICO E COMANDO,EQ-ATV-002 - EQUIPE CORRETIVA,65090 - OPERADOR 22,3/10/2025,3/11/2025,22:30:00,07:00:00,08:30:00,"300,28","300,28"
Travamento inesperado,Manutenção corretiva,CORRETIVA-03-25-0389,386-011 - PAINEL ELÉTRICO E COMANDO,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,3/10/2025,3/10/2025,10:20:00,10:40:00,00:20:00,"7,57","7,57"
Desgaste prematuro,Manutenção corretiva,CORRETIVA-03-25-0419,441-011 - PRENSA PRINCIPAL,EQ-ATV-002 - EQUIPE CORRETIVA,64941 - OPERADOR 7,3/10/2025,3/10/2025,08:00:00,17:00:00,09:00:00,"327,24","327,24"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-03-25-0387,442-009 - PRENSA 90 MM,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,3/10/2025,3/10/2025,09:40:00,10:00:00,00:20:00,"7,57","7,57"
Falha elétrica,Manutenção corretiva,CORRETIVA-03-25-0394,444-017 - TORNO DE VULCANIZAÇÃO,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,3/10/2025,3/10/2025,13:00:00,13:35:00,00:35:00,"13,25","13,25"
Falha na resistência,Manutenção corretiva,CORRETIVA-03-25-0430,#154 - FORNO IGNIX ,EQ-ATV-002 - EQUIPE CORRETIVA,64965 - OPERADOR 11,3/11/2025,3/11/2025,16:30:00,17:00:00,00:30:00,"11,36","11,36"
Falha no sistema de aquecimento,Manutenção corretiva,CORRETIVA-03-25-0429,#158 - FORNO MAXIMO,EQ-ATV-002 - EQUIPE CORRETIVA,64965 - OPERADOR 11,3/11/2025,3/11/2025,16:00:00,16:30:00,00:30:00,"11,36","11,36"
Desgaste dos mancais,Manutenção corretiva,CORRETIVA-03-25-0453,#190 - CALANDRA  JOB-789 #190,EQ-ATV-002 - EQUIPE CORRETIVA,65027 - OPERADOR 18,3/11/2025,3/12/2025,23:00:00,02:00:00,03:00:00,"54,24","54,24"
Travamento hidráulico,Manutenção corretiva,CORRETIVA-03-25-0452,#190 - CALANDRA  JOB-789 #190,EQ-ATV-002 - EQUIPE CORRETIVA,65027 - OPERADOR 18,3/11/2025,3/11/2025,05:00:00,07:00:00,02:00:00,"36,36","36,36"
Travamento hidráulico,Manutenção corretiva,CORRETIVA-03-25-0451,#192 - CALANDRA MINI 813 #192,EQ-ATV-002 - EQUIPE CORRETIVA,65027 - OPERADOR 18,3/11/2025,3/11/2025,02:00:00,05:00:00,03:00:00,"54,54","54,54"
Desalinhamento dos rolos,Manutenção corretiva,CORRETIVA-03-25-0453,#192 - CALANDRA MINI 813 #192,EQ-ATV-002 - EQUIPE CORRETIVA,65027 - OPERADOR 18,3/11/2025,3/12/2025,23:00:00,02:00:00,03:00:00,"54,24","54,24"
Falha no motor principal,Manutenção corretiva,CORRETIVA-03-25-0436,#192 - CALANDRA MINI 813 #192,EQ-ATV-002 - EQUIPE CORRETIVA,64965 - OPERADOR 11,3/11/2025,3/11/2025,19:00:00,20:00:00,01:00:00,"22,72","22,72"
Sensor de temperatura defeituoso,Manutenção corretiva,CORRETIVA-03-25-0435,#202 - INJETORA A SECO AA #202,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,3/11/2025,3/11/2025,17:00:00,20:30:00,03:30:00,0,0
Travamento do molde,Manutenção corretiva,CORRETIVA-03-25-0434,#202 - INJETORA A SECO AA #202,EQ-ATV-002 - EQUIPE CORRETIVA,64965 - OPERADOR 11,3/11/2025,3/11/2025,18:30:00,20:30:00,02:00:00,"34,08","34,08"
Falha no sistema hidráulico,Manutenção corretiva,CORRETIVA-03-25-0433,#297 - INJETORA SYNCRO F13 - 2,EQ-ATV-002 - EQUIPE CORRETIVA,64965 - OPERADOR 11,3/11/2025,3/11/2025,17:00:00,17:55:00,00:55:00,"20,83","20,83"
Desgaste excessivo da lâmina,Manutenção corretiva,CORRETIVA-03-25-0431,#312 - CORTADEIRA DOBRADEIRA J.A. KRAFT 20.195 #312,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,3/11/2025,3/11/2025,15:00:00,17:00:00,02:00:00,0,0
Falha no sistema elétrico,Manutenção corretiva,CORRETIVA-03-25-0442,#327 - CORTADEIRA DOBRADEIRA DALOO KM 630-18 #327,EQ-ATV-002 - EQUIPE CORRETIVA,64965 - OPERADOR 11,3/11/2025,3/11/2025,20:40:00,21:10:00,00:30:00,"11,36","11,36"
Desgaste excessivo da lâmina,Manutenção corretiva,CORRETIVA-03-25-0416,#332 - CORTADEIRA TUBULAR SPAMA TC-610 #332,EQ-ATV-002 - EQUIPE CORRETIVA,64919 - OPERADOR 5,3/11/2025,3/11/2025,00:30:00,06:30:00,06:00:00,"109,08","109,08"
Sensor de ângulo defeituoso,Manutenção corretiva,CORRETIVA-03-25-0432,#362 - DOBRADEIRA SPAROLLETI - 2,EQ-ATV-002 - EQUIPE CORRETIVA,65273 - OPERADOR 27,3/11/2025,3/11/2025,17:01:00,19:00:00,01:59:00,"36,06","36,06"
Falha elétrica,Manutenção corretiva,CORRETIVA-03-25-0439,#441 - PRENSA DST NEXTRON #441,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,3/11/2025,3/11/2025,18:40:00,19:20:00,00:40:00,0,0
Falha elétrica,Manutenção corretiva,CORRETIVA-03-25-0421,#450 - POLITRIZ BANDERA .,EQ-ATV-002 - EQUIPE CORRETIVA,64891 - OPERADOR 3,3/11/2025,3/11/2025,10:45:00,11:16:00,00:31:00,"9,09","9,09"
Superaquecimento,Manutenção corretiva,CORRETIVA-03-25-0422,#488 - POLITRIZ CV LINE ROYLE #488,EQ-ATV-002 - EQUIPE CORRETIVA,64891 - OPERADOR 3,3/11/2025,3/11/2025,11:15:00,11:45:00,00:30:00,"9,09","9,09"
Entupimento da câmara,Manutenção corretiva,CORRETIVA-03-25-0437,#889 - GRANULADORA BOW TWISTER #889,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,3/11/2025,3/11/2025,18:00:00,18:40:00,00:40:00,0,0
Superaquecimento,Manutenção corretiva,CORRETIVA-03-25-0441,190-005-005 - TROCADOR DE CALOR PRINCIPAL,EQ-ATV-002 - EQUIPE CORRETIVA,64989 - OPERADOR 14,3/11/2025,3/11/2025,20:20:00,23:00:00,02:40:00,"48,48","48,48"
Travamento inesperado,Manutenção corretiva,CORRETIVA-03-25-0451,192-005-006 - TROCADOR DE CALOR RESERVA,EQ-ATV-002 - EQUIPE CORRETIVA,65027 - OPERADOR 18,3/11/2025,3/11/2025,02:00:00,05:00:00,03:00:00,"54,54","54,54"
Falha no motor principal,Manutenção corretiva,CORRETIVA-03-25-0556,192-009 - CALANDRA,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,3/11/2025,3/11/2025,09:00:00,09:15:00,00:15:00,"5,68","5,68"
Desalinhamento dos rolos,Manutenção corretiva,CORRETIVA-03-25-0438,192-011 - CALANDRA,EQ-ATV-002 - EQUIPE CORRETIVA,64989 - OPERADOR 14,3/11/2025,3/11/2025,15:00:00,20:20:00,05:20:00,"96,96","96,96"
Falha no motor principal,Manutenção corretiva,CORRETIVA-03-25-0561,192-011 - CALANDRA,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,3/11/2025,3/11/2025,13:35:00,14:30:00,00:55:00,"20,83","20,83"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-03-25-0455,202-001 - TORRE DE RESFRIAMENTO,EQ-ATV-002 - EQUIPE CORRETIVA,65090 - OPERADOR 22,3/11/2025,3/11/2025,00:01:00,00:40:00,00:39:00,"16,66","16,66"
Falha no sistema hidráulico,Manutenção corretiva,CORRETIVA-03-25-0428,211-011 - MOTOR CA PRINCIPAL DA INJETORA,EQ-ATV-002 - EQUIPE CORRETIVA,65273 - OPERADOR 27,3/11/2025,3/11/2025,15:00:00,17:00:00,02:00:00,"36,36","36,36"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-03-25-0446,217-006 - BOBINADOR 1,EQ-ATV-002 - EQUIPE CORRETIVA,93170 - OPERADOR 32,3/11/2025,3/11/2025,05:00:00,05:30:00,00:30:00,0,0
Falha elétrica,Manutenção corretiva,CORRETIVA-03-25-0448,304-003 - 2ª GAIOLA,EQ-ATV-002 - EQUIPE CORRETIVA,93170 - OPERADOR 32,3/11/2025,3/11/2025,06:00:00,06:30:00,00:30:00,0,0
Falha mecânica geral,Manutenção corretiva,CORRETIVA-03-25-0418,312-003 - 2ª GAIOLA,EQ-ATV-002 - EQUIPE CORRETIVA,64891 - OPERADOR 3,3/11/2025,3/11/2025,10:00:00,10:45:00,00:45:00,"13,64","13,64"
Travamento inesperado,Manutenção corretiva,CORRETIVA-03-25-0555,312-012 - PAINEL ELÉTRICO E COMANDO,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,3/11/2025,3/11/2025,08:35:00,09:00:00,00:25:00,"9,47","9,47"
Superaquecimento,Manutenção corretiva,CORRETIVA-03-25-0459,327-009 - PAINEL ELÉTRICO E COMANDO,EQ-ATV-002 - EQUIPE CORRETIVA,65090 - OPERADOR 22,3/11/2025,3/11/2025,23:00:00,23:55:00,00:55:00,"20,83","20,83"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-03-25-0444,328-008 - BASE ENROLADOR,EQ-ATV-002 - EQUIPE CORRETIVA,64990 - OPERADOR 15,3/11/2025,3/11/2025,18:30:00,20:00:00,01:30:00,"27,27","27,27"
Falha elétrica,Manutenção corretiva,CORRETIVA-03-25-0447,331-007 - BERÇO 06,EQ-ATV-002 - EQUIPE CORRETIVA,93170 - OPERADOR 32,3/11/2025,3/11/2025,05:35:00,06:00:00,00:25:00,0,0
Falha mecânica geral,Manutenção corretiva,CORRETIVA-03-25-0553,332-008 - SISTEMA DE TRANSMISSÃO,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,3/11/2025,3/11/2025,07:20:00,08:10:00,00:50:00,"18,93","18,93"
Superaquecimento,Manutenção corretiva,CORRETIVA-03-25-0423,332-012 - CAIXA DE MARCHA,EQ-ATV-002 - EQUIPE CORRETIVA,65272 - OPERADOR 26,3/11/2025,3/11/2025,07:00:00,11:00:00,04:00:00,"127,26","127,26"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-03-25-0552,354-003 - PRÉ FORMADOR,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,3/11/2025,3/11/2025,07:00:00,07:20:00,00:20:00,"7,57","7,57"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-03-25-0424,386-003 - 2ª GAIOLA,EQ-ATV-002 - EQUIPE CORRETIVA,65272 - OPERADOR 26,3/11/2025,3/11/2025,11:00:00,12:30:00,01:30:00,"27,27","27,27"
Desgaste prematuro,Manutenção corretiva,CORRETIVA-03-25-0469,446-009 - PRENSA 01 (120 MM),EQ-ATV-002 - EQUIPE CORRETIVA,65274 - OPERADOR 28,3/11/2025,3/11/2025,13:00:00,18:00:00,05:00:00,"295,4","295,4"
Travamento inesperado,Manutenção corretiva,CORRETIVA-03-25-0443,446-009 - PRENSA 01 (120 MM),EQ-ATV-002 - EQUIPE CORRETIVA,64990 - OPERADOR 15,3/11/2025,3/11/2025,15:00:00,17:30:00,02:30:00,"45,45","45,45"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-03-25-0558,446-009 - PRENSA 01 (120 MM),EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,3/11/2025,3/11/2025,11:15:00,12:35:00,01:20:00,"30,29","30,29"
Desgaste prematuro,Manutenção corretiva,CORRETIVA-03-25-0559,488-015 - TORNO DE VULCANIZAÇÃO,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,3/11/2025,3/11/2025,09:30:00,09:50:00,00:20:00,"7,57","7,57"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-03-25-0425,670-001 - BASE DESENROLADOR,EQ-ATV-002 - EQUIPE CORRETIVA,65272 - OPERADOR 26,3/11/2025,3/11/2025,13:30:00,14:30:00,01:00:00,"18,18","18,18"
Quebra do termopar,Manutenção corretiva,CORRETIVA-03-25-0501,#158 - FORNO MAXIMO,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,3/12/2025,3/12/2025,17:00:00,17:30:00,00:30:00,0,0
Desalinhamento dos rolos,Manutenção corretiva,CORRETIVA-03-25-0465,#190 - CALANDRA  JOB-789 #190,EQ-ATV-002 - EQUIPE CORRETIVA,93664 - OPERADOR 37,3/12/2025,3/12/2025,08:00:00,13:00:00,05:00:00,0,0
Falha no motor principal,Manutenção corretiva,CORRETIVA-03-25-0505,#190 - CALANDRA  JOB-789 #190,EQ-ATV-002 - EQUIPE CORRETIVA,65027 - OPERADOR 18,3/12/2025,3/13/2025,23:00:00,02:00:00,03:00:00,"54,24","54,24"
Problema no painel elétrico,Manutenção corretiva,CORRETIVA-03-25-0473,#190 - CALANDRA  JOB-789 #190,EQ-ATV-002 - EQUIPE CORRETIVA,64942 - OPERADOR 8,3/12/2025,3/12/2025,09:10:00,09:40:00,00:30:00,"11,36","11,36"
Desgaste dos mancais,Manutenção corretiva,CORRETIVA-03-25-0492,#190 - CALANDRA  JOB-789 #190,EQ-ATV-002 - EQUIPE CORRETIVA,64989 - OPERADOR 14,3/12/2025,3/12/2025,15:00:00,18:00:00,03:00:00,"54,54","54,54"
Problema no painel elétrico,Manutenção corretiva,CORRETIVA-03-25-0465,#192 - CALANDRA MINI 813 #192,EQ-ATV-002 - EQUIPE CORRETIVA,93664 - OPERADOR 37,3/12/2025,3/12/2025,08:00:00,13:00:00,05:00:00,0,0
Desgaste dos mancais,Manutenção corretiva,CORRETIVA-03-25-0504,#192 - CALANDRA MINI 813 #192,EQ-ATV-002 - EQUIPE CORRETIVA,65027 - OPERADOR 18,3/12/2025,3/12/2025,02:00:00,07:00:00,05:00:00,"90,9","90,9"
Travamento hidráulico,Manutenção corretiva,CORRETIVA-03-25-0490,#192 - CALANDRA MINI 813 #192,EQ-ATV-002 - EQUIPE CORRETIVA,64965 - OPERADOR 11,3/12/2025,3/12/2025,19:30:00,20:00:00,00:30:00,"11,36","11,36"
Desalinhamento dos rolos,Manutenção corretiva,CORRETIVA-03-25-0505,#192 - CALANDRA MINI 813 #192,EQ-ATV-002 - EQUIPE CORRETIVA,65027 - OPERADOR 18,3/12/2025,3/13/2025,23:00:00,02:00:00,03:00:00,"54,24","54,24"
Falha na unidade de injeção,Manutenção corretiva,CORRETIVA-03-25-0468,#208 - INJETORA A SECO BB T-50-35 #208,EQ-ATV-002 - EQUIPE CORRETIVA,64942 - OPERADOR 8,3/12/2025,3/12/2025,07:30:00,08:00:00,00:30:00,"11,36","11,36"
Sensor de temperatura defeituoso,Manutenção corretiva,CORRETIVA-03-25-0475,#211 - INJETORA A SECO AA #211,EQ-ATV-002 - EQUIPE CORRETIVA,64945 - OPERADOR 9,3/12/2025,3/12/2025,07:00:00,08:30:00,01:30:00,"54,54","54,54"
Sensor de temperatura defeituoso,Manutenção corretiva,CORRETIVA-03-25-0500,#220 - INJETORA A SECO - MS400 #220,EQ-ATV-002 - EQUIPE CORRETIVA,64990 - OPERADOR 15,3/12/2025,3/12/2025,20:00:00,21:00:00,01:00:00,"18,18","18,18"
Falha na unidade de injeção,Manutenção corretiva,CORRETIVA-03-25-0483,#295 - INJETORA A SECO AA #295,EQ-ATV-002 - EQUIPE CORRETIVA,64965 - OPERADOR 11,3/12/2025,3/12/2025,17:00:00,17:30:00,00:30:00,"11,36","11,36"
Falha no sistema elétrico,Manutenção corretiva,CORRETIVA-03-25-0477,#304 - CORTADEIRA DOBRADEIRA TERMOMECANICA #304,EQ-ATV-002 - EQUIPE CORRETIVA,64945 - OPERADOR 9,3/12/2025,3/12/2025,09:30:00,11:00:00,01:30:00,"54,54","54,54"
Travamento mecânico,Manutenção corretiva,CORRETIVA-03-25-0494,#327 - CORTADEIRA DOBRADEIRA DALOO KM 630-18 #327,EQ-ATV-002 - EQUIPE CORRETIVA,64965 - OPERADOR 11,3/12/2025,3/12/2025,20:30:00,21:25:00,00:55:00,"20,83","20,83"
Falha no sensor de posição,Manutenção corretiva,CORRETIVA-03-25-0499,#327 - CORTADEIRA DOBRADEIRA DALOO KM 630-18 #327,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,3/12/2025,3/12/2025,16:30:00,17:00:00,00:30:00,0,0
Falha no sistema elétrico,Manutenção corretiva,CORRETIVA-03-25-0491,#332 - CORTADEIRA TUBULAR SPAMA TC-610 #332,EQ-ATV-002 - EQUIPE CORRETIVA,64965 - OPERADOR 11,3/12/2025,3/12/2025,20:00:00,20:30:00,00:30:00,"11,36","11,36"
Falha no sensor de posição,Manutenção corretiva,CORRETIVA-03-25-0485,#334 - CORTADEIRA TUBULAR SPAMA TC-620 #334,EQ-ATV-002 - EQUIPE CORRETIVA,64965 - OPERADOR 11,3/12/2025,3/12/2025,17:30:00,18:00:00,00:30:00,"11,36","11,36"
Travamento mecânico,Manutenção corretiva,CORRETIVA-03-25-0498,#386 - CORTADEIRA DOBRADEIRA SPAMA MRC-560 #386,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,3/12/2025,3/12/2025,16:00:00,16:30:00,00:30:00,0,0
Falha elétrica,Manutenção corretiva,CORRETIVA-03-25-0484,#443 - PRENSA DST #443,EQ-ATV-002 - EQUIPE CORRETIVA,64965 - OPERADOR 11,3/12/2025,3/12/2025,16:20:00,18:30:00,02:10:00,"26,51","26,51"
Falha elétrica,Manutenção corretiva,CORRETIVA-03-25-0470,#446 - PRENSA ROSENDAHL NEXTROM Ø120/24D #446,EQ-ATV-002 - EQUIPE CORRETIVA,64942 - OPERADOR 8,3/12/2025,3/12/2025,08:00:00,08:40:00,00:40:00,"15,15","15,15"
Falha elétrica,Manutenção corretiva,CORRETIVA-03-25-0472,#656 - PLAINA #656,EQ-ATV-002 - EQUIPE CORRETIVA,64942 - OPERADOR 8,3/12/2025,3/12/2025,08:40:00,09:10:00,00:30:00,"11,36","11,36"
Desgaste prematuro,Manutenção corretiva,CORRETIVA-03-25-0492,190-005-005 - TROCADOR DE CALOR PRINCIPAL,EQ-ATV-002 - EQUIPE CORRETIVA,64989 - OPERADOR 14,3/12/2025,3/12/2025,15:00:00,18:00:00,03:00:00,"54,54","54,54"
Travamento inesperado,Manutenção corretiva,CORRETIVA-03-25-0512,190-029 - TORRE FUSORA PYROLINE FADB-3 -10000,EQ-ATV-002 - EQUIPE CORRETIVA,93664 - OPERADOR 37,3/12/2025,3/12/2025,13:00:00,17:30:00,04:30:00,0,"100,71"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-03-25-0493,192-005-006 - TROCADOR DE CALOR RESERVA,EQ-ATV-002 - EQUIPE CORRETIVA,64989 - OPERADOR 14,3/12/2025,3/12/2025,18:00:00,23:00:00,05:00:00,"90,9","90,9"
Problema no painel elétrico,Manutenção corretiva,CORRETIVA-03-25-0493,192-011 - CALANDRA,EQ-ATV-002 - EQUIPE CORRETIVA,64989 - OPERADOR 14,3/12/2025,3/12/2025,18:00:00,23:00:00,05:00:00,"90,9","90,9"
Falha elétrica,Manutenção corretiva,CORRETIVA-03-25-0504,192-011-001 - GAIOLA 01,EQ-ATV-002 - EQUIPE CORRETIVA,65027 - OPERADOR 18,3/12/2025,3/12/2025,02:00:00,07:00:00,05:00:00,"90,9","90,9"
Travamento inesperado,Manutenção corretiva,CORRETIVA-03-25-0504,192-011-002 - GAIOLA 02,EQ-ATV-002 - EQUIPE CORRETIVA,65027 - OPERADOR 18,3/12/2025,3/12/2025,02:00:00,07:00:00,05:00:00,"90,9","90,9"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-03-25-0479,211-005 - CARRO DE TRANSFERÊNCIA,EQ-ATV-002 - EQUIPE CORRETIVA,64945 - OPERADOR 9,3/12/2025,3/12/2025,11:00:00,11:40:00,00:40:00,"24,24","24,24"
Falha elétrica,Manutenção corretiva,CORRETIVA-03-25-0466,211-005 - CARRO DE TRANSFERÊNCIA,EQ-ATV-002 - EQUIPE CORRETIVA,64942 - OPERADOR 8,3/12/2025,3/12/2025,07:00:00,07:30:00,00:30:00,"11,36","11,36"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-03-25-0458,211-008 - BOBINADOR 2,EQ-ATV-002 - EQUIPE CORRETIVA,65090 - OPERADOR 22,3/12/2025,3/12/2025,00:01:00,01:00:00,00:59:00,"22,34","22,34"
Travamento inesperado,Manutenção corretiva,CORRETIVA-03-25-0495,219-005 - CARRO DE TRANSFERÊNCIA,EQ-ATV-002 - EQUIPE CORRETIVA,65273 - OPERADOR 27,3/12/2025,3/12/2025,20:45:00,22:30:00,01:45:00,"31,82","31,82"
Desgaste prematuro,Manutenção corretiva,CORRETIVA-03-25-0508,219-007 - BOBINADOR 1,EQ-ATV-002 - EQUIPE CORRETIVA,64919 - OPERADOR 5,3/12/2025,3/12/2025,23:10:00,23:55:00,00:45:00,"15,15","15,15"
Falha elétrica,Manutenção corretiva,CORRETIVA-03-25-0461,297-005 - BOBINADOR DUPLO,EQ-ATV-002 - EQUIPE CORRETIVA,64919 - OPERADOR 5,3/12/2025,3/12/2025,01:05:00,01:50:00,00:45:00,"13,64","13,64"
Falha elétrica,Manutenção corretiva,CORRETIVA-03-25-0460,298-009 - COILER,EQ-ATV-002 - EQUIPE CORRETIVA,64919 - OPERADOR 5,3/12/2025,3/12/2025,00:05:00,01:00:00,00:55:00,"16,67","16,67"
Superaquecimento,Manutenção corretiva,CORRETIVA-03-25-0487,298-009 - COILER,EQ-ATV-002 - EQUIPE CORRETIVA,64965 - OPERADOR 11,3/12/2025,3/12/2025,19:00:00,19:30:00,00:30:00,"11,36","11,36"
Desgaste prematuro,Manutenção corretiva,CORRETIVA-03-25-0489,298-009 - COILER,EQ-ATV-002 - EQUIPE CORRETIVA,65273 - OPERADOR 27,3/12/2025,3/12/2025,19:01:00,20:45:00,01:44:00,"31,82","31,82"
Falha elétrica,Manutenção corretiva,CORRETIVA-03-25-0476,312-003 - 2ª GAIOLA,EQ-ATV-002 - EQUIPE CORRETIVA,64945 - OPERADOR 9,3/12/2025,3/12/2025,08:30:00,09:00:00,00:30:00,"9,09","9,09"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-03-25-0474,327-008 - BASE ENROLADOR,EQ-ATV-002 - EQUIPE CORRETIVA,64942 - OPERADOR 8,3/12/2025,3/12/2025,09:40:00,10:24:00,00:44:00,"16,66","16,66"
Falha elétrica,Manutenção corretiva,CORRETIVA-03-25-0463,328-008 - BASE ENROLADOR,EQ-ATV-002 - EQUIPE CORRETIVA,64919 - OPERADOR 5,3/12/2025,3/12/2025,03:50:00,04:30:00,00:40:00,"12,12","12,12"
Falha elétrica,Manutenção corretiva,CORRETIVA-03-25-0480,363-001 - GAIOLA 01,EQ-ATV-002 - EQUIPE CORRETIVA,64945 - OPERADOR 9,3/12/2025,3/12/2025,13:30:00,14:20:00,00:50:00,"15,15","15,15"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-03-25-0481,363-002 - GAIOLA 02,EQ-ATV-002 - EQUIPE CORRETIVA,65273 - OPERADOR 27,3/12/2025,3/12/2025,15:00:00,19:00:00,04:00:00,"72,72","72,72"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-03-25-0481,363-005 - GAIOLA 05,EQ-ATV-002 - EQUIPE CORRETIVA,65273 - OPERADOR 27,3/12/2025,3/12/2025,15:00:00,19:00:00,04:00:00,"72,72","72,72"
Travamento inesperado,Manutenção corretiva,CORRETIVA-03-25-0488,363-014 - PAINEL ELÉTRICO E COMANDO,EQ-ATV-002 - EQUIPE CORRETIVA,64965 - OPERADOR 11,3/12/2025,3/12/2025,18:30:00,19:00:00,00:30:00,"11,36","11,36"
Desgaste prematuro,Manutenção corretiva,CORRETIVA-03-25-0464,443-001 - BASE DESENROLADOR 01,EQ-ATV-002 - EQUIPE CORRETIVA,64919 - OPERADOR 5,3/12/2025,3/12/2025,05:00:00,05:45:00,00:45:00,"13,64","13,64"
